problem_id,title,tag,level,representative,problem_id_title
1054,팰린드롬 문장,비트마스킹;다이나믹 프로그래밍;비트필드를 이용한 다이나믹 프로그래밍;문자열,22,다이나믹 프로그래밍,1054 - 팰린드롬 문장
1055,끝이없음,구현;재귀;시뮬레이션,18,구현,1055 - 끝이없음
1056,수,이분 탐색;다이나믹 프로그래밍,19,다이나믹 프로그래밍,1056 - 수
1057,토너먼트,브루트포스 알고리즘;수학,7,수학,1057 - 토너먼트
1058,친구,브루트포스 알고리즘;플로이드–워셜;그래프 이론;그래프 탐색;최단 경로,9,그래프 이론,1058 - 친구
1059,좋은 구간,브루트포스 알고리즘;수학;정렬,7,탐색,1059 - 좋은 구간
1060,좋은 수,자료 구조;수학;우선순위 큐;정렬,15,자료 구조,1060 - 좋은 수
1061,삼각형,브루트포스 알고리즘;볼록 껍질;기하학,20,수학,1061 - 삼각형
1062,가르침,백트래킹;비트마스킹;브루트포스 알고리즘,12,탐색,1062 - 가르침
1063,킹,구현;시뮬레이션,8,구현,1063 - 킹
1064,평행사변형,기하학;수학;피타고라스 정리,7,수학,1064 - 평행사변형
1065,한수,브루트포스 알고리즘;수학,7,수학,1065 - 한수
1066,에이한수,다이나믹 프로그래밍;그리디 알고리즘,19,다이나믹 프로그래밍,1066 - 에이한수
1067,이동,고속 푸리에 변환;수학,20,구현,1067 - 이동
1068,트리,깊이 우선 탐색;그래프 이론;그래프 탐색;트리,11,그래프 이론,1068 - 트리
1069,집으로,애드 혹;많은 조건 분기;기하학,13,수학,1069 - 집으로
1070,김지민의 침략,최대 유량;최대 유량 최소 컷 정리,20,다이나믹 프로그래밍,1070 - 김지민의 침략
1071,소트,그리디 알고리즘,16,다이나믹 프로그래밍,1071 - 소트
1072,게임,이분 탐색;수학,8,수학,1072 - 게임
1073,도미노,오일러 경로;그래프 이론;수학,18,그래프 이론,1073 - 도미노
1074,Z,분할 정복;재귀,10,구현,1074 - Z
1075,나누기,브루트포스 알고리즘;수학,4,수학,1075 - 나누기
1076,저항,구현,4,구현,1076 - 저항
1077,넓이,볼록 껍질;기하학;선분 교차 판정;볼록 다각형 내부의 점 판정;다각형의 넓이,21,수학,1077 - 넓이
1078,뒤집음,브루트포스 알고리즘;수학,20,수학,1078 - 뒤집음
1079,마피아,브루트포스 알고리즘;구현;시뮬레이션,14,구현,1079 - 마피아
1080,행렬,그리디 알고리즘,10,다이나믹 프로그래밍,1080 - 행렬
1081,합,수학,15,수학,1081 - 합
1082,방 번호,다이나믹 프로그래밍;그리디 알고리즘,13,다이나믹 프로그래밍,1082 - 방 번호
1083,소트,그리디 알고리즘;정렬,11,정렬,1083 - 소트
1084,방 번호 2,그리디 알고리즘;구현,19,구현,1084 - 방 번호 2
1085,직사각형에서 탈출,기하학;수학,3,수학,1085 - 직사각형에서 탈출
1086,박성원,비트마스킹;다이나믹 프로그래밍;비트필드를 이용한 다이나믹 프로그래밍,16,다이나믹 프로그래밍,1086 - 박성원
1087,쥐 잡기,삼분 탐색,17,그래프 이론,1087 - 쥐 잡기
1088,케이크,그리디 알고리즘,19,다이나믹 프로그래밍,1088 - 케이크
1089,스타트링크 타워,구현;수학;확률론,12,수학,1089 - 스타트링크 타워
1090,체커,브루트포스 알고리즘,17,탐색,1090 - 체커
1091,카드 섞기,구현;시뮬레이션,12,구현,1091 - 카드 섞기
1092,배,그리디 알고리즘;정렬,11,다이나믹 프로그래밍,1092 - 배
1093,스티커 수집,브루트포스 알고리즘;중간에서 만나기,18,탐색,1093 - 스티커 수집
1094,막대기,비트마스킹;수학,6,수학,1094 - 막대기
1095,마법의 구슬,수학;정수론;소수 판정;에라토스테네스의 체,16,수학,1095 - 마법의 구슬
1096,종이 접기,브루트포스 알고리즘,18,탐색,1096 - 종이 접기
1097,마법의 문자열,브루트포스 알고리즘;KMP;문자열,16,문자열,1097 - 마법의 문자열
1098,쌍둥이 마을,비트마스킹;다이나믹 프로그래밍;비트필드를 이용한 다이나믹 프로그래밍,19,다이나믹 프로그래밍,1098 - 쌍둥이 마을
1099,알 수 없는 문장,다이나믹 프로그래밍,13,다이나믹 프로그래밍,1099 - 알 수 없는 문장
1100,하얀 칸,구현;문자열,4,구현,1100 - 하얀 칸
1101,카드 정리 1,브루트포스 알고리즘;그리디 알고리즘,12,탐색,1101 - 카드 정리 1
1102,발전소,비트마스킹;다이나믹 프로그래밍;비트필드를 이용한 다이나믹 프로그래밍,16,다이나믹 프로그래밍,1102 - 발전소
1103,게임,깊이 우선 탐색;다이나믹 프로그래밍;그래프 이론;그래프 탐색,14,그래프 이론,1103 - 게임
1104,패턴,많은 조건 분기;구현;문자열,18,구현,1104 - 패턴
1105,팔,그리디 알고리즘;수학,10,수학,1105 - 팔
1106,호텔,다이나믹 프로그래밍;배낭 문제,12,다이나믹 프로그래밍,1106 - 호텔
1107,리모컨,브루트포스 알고리즘,11,탐색,1107 - 리모컨
1108,검색 엔진,dag;자료 구조;그래프 이론;해시를 사용한 집합과 맵;강한 연결 요소;위상 정렬,18,그래프 이론,1108 - 검색 엔진
1109,섬,너비 우선 탐색;깊이 우선 탐색;그래프 이론;그래프 탐색;구현,18,그래프 이론,1109 - 섬
1110,더하기 사이클,구현;수학,5,수학,1110 - 더하기 사이클
1111,IQ Test,브루트포스 알고리즘;많은 조건 분기;구현;수학,13,구현,1111 - IQ Test
1112,진법 변환,구현;수학;정수론,13,수학,1112 - 진법 변환
1113,수영장 만들기,너비 우선 탐색;그래프 이론;그래프 탐색;구현;시뮬레이션,15,그래프 이론,1113 - 수영장 만들기
1114,통나무 자르기,이분 탐색;그리디 알고리즘;매개 변수 탐색,15,탐색,1114 - 통나무 자르기
1115,순열,그래프 이론,15,그래프 이론,1115 - 순열
1116,순열 2,그래프 이론;그리디 알고리즘,19,다이나믹 프로그래밍,1116 - 순열 2
1117,색칠 1,구현;수학,11,구현,1117 - 색칠 1
1118,색칠 2,값 / 좌표 압축;기하학;구현;정렬;스위핑,19,구현,1118 - 색칠 2
1119,그래프,깊이 우선 탐색;그래프 이론;그래프 탐색,14,그래프 이론,1119 - 그래프
1120,문자열,브루트포스 알고리즘;문자열,7,문자열,1120 - 문자열
1121,도형,다이나믹 프로그래밍;배낭 문제;수학,18,다이나믹 프로그래밍,1121 - 도형
1122,뒤집기,너비 우선 탐색;많은 조건 분기;그래프 이론;그래프 탐색;수학,17,그래프 이론,1122 - 뒤집기
1123,셔플,다이나믹 프로그래밍;분할 정복을 이용한 거듭제곱;그래프 이론;수학,21,다이나믹 프로그래밍,1123 - 셔플
1124,언더프라임,수학;정수론;소수 판정;에라토스테네스의 체,10,수학,1124 - 언더프라임
1125,바닥 장식,많은 조건 분기;그리디 알고리즘;수학,17,다이나믹 프로그래밍,1125 - 바닥 장식
1126,같은 탑,다이나믹 프로그래밍,18,다이나믹 프로그래밍,1126 - 같은 탑
1127,떡국,최대 유량;최대 유량 최소 컷 정리,22,그래프 이론,1127 - 떡국
1128,피보나치 냅색,백트래킹;수학,20,수학,1128 - 피보나치 냅색
1129,키,그리디 알고리즘;정렬,18,정렬,1129 - 키
1130,종이 레이싱,너비 우선 탐색;기하학;그래프 이론;그래프 탐색;선분 교차 판정,21,그래프 이론,1130 - 종이 레이싱
1131,숫자,깊이 우선 탐색;다이나믹 프로그래밍;그래프 이론;그래프 탐색,16,그래프 이론,1131 - 숫자
1132,합,그리디 알고리즘,13,다이나믹 프로그래밍,1132 - 합
1133,반복되지 않는 단어,백트래킹;재귀,16,구현,1133 - 반복되지 않는 단어
1134,식,브루트포스 알고리즘;다이나믹 프로그래밍;구현,21,다이나믹 프로그래밍,1134 - 식
1135,뉴스 전하기,다이나믹 프로그래밍;트리에서의 다이나믹 프로그래밍;그리디 알고리즘;정렬;트리,14,자료 구조,1135 - 뉴스 전하기
1136,조각 놓기,다이나믹 프로그래밍,16,다이나믹 프로그래밍,1136 - 조각 놓기
1137,로봇 레이스,다이나믹 프로그래밍,17,다이나믹 프로그래밍,1137 - 로봇 레이스
1138,한 줄로 서기,그리디 알고리즘;구현,9,다이나믹 프로그래밍,1138 - 한 줄로 서기
1139,울타리,비트마스킹;다이나믹 프로그래밍;비트필드를 이용한 다이나믹 프로그래밍,15,다이나믹 프로그래밍,1139 - 울타리
1140,요금,그리디 알고리즘;구현;수학,18,다이나믹 프로그래밍,1140 - 요금
1141,접두사,그리디 알고리즘;정렬;문자열,10,문자열,1141 - 접두사
1142,피자,기하학,18,수학,1142 - 피자
1143,경찰,dag;그래프 이론;그리디 알고리즘;강한 연결 요소;정렬;위상 정렬,19,그래프 이론,1143 - 경찰
1144,싼 비용,다이나믹 프로그래밍;커넥션 프로파일을 이용한 다이나믹 프로그래밍,23,다이나믹 프로그래밍,1144 - 싼 비용
1145,적어도 대부분의 배수,브루트포스 알고리즘,5,탐색,1145 - 적어도 대부분의 배수
1146,지그재그 서기,조합론;다이나믹 프로그래밍;수학,16,수학,1146 - 지그재그 서기
1147,BOJ 소풍,조합론;기하학;수학,18,수학,1147 - BOJ 소풍
1148,단어 만들기,구현;문자열,11,문자열,1148 - 단어 만들기
1149,RGB거리,다이나믹 프로그래밍,10,다이나믹 프로그래밍,1149 - RGB거리
1150,백업,자료 구조;그리디 알고리즘;우선순위 큐,22,자료 구조,1150 - 백업
1151,그림자,많은 조건 분기;볼록 껍질;기하학;3차원 기하학;다각형의 넓이,18,수학,1151 - 그림자
1152,단어의 개수,구현;문자열,4,문자열,1152 - 단어의 개수
1153,네 개의 소수,수학;정수론;소수 판정;에라토스테네스의 체,13,수학,1153 - 네 개의 소수
1154,팀 편성,그래프 이론;그래프 탐색,16,그래프 이론,1154 - 팀 편성
1155,변형 하노이,애드 혹;다이나믹 프로그래밍,17,다이나믹 프로그래밍,1155 - 변형 하노이
1156,장난감,자료 구조;덱;그리디 알고리즘;삼분 탐색,21,자료 구조,1156 - 장난감
1157,단어 공부,구현;문자열,5,구현,1157 - 단어 공부
1158,요세푸스 문제,자료 구조;구현;큐,7,자료 구조,1158 - 요세푸스 문제
1159,농구 경기,구현;문자열,4,문자열,1159 - 농구 경기
1160,Random Number Generator,분할 정복을 이용한 거듭제곱;수학,16,수학,1160 - Random Number Generator
1161,버스,자료 구조;그리디 알고리즘;느리게 갱신되는 세그먼트 트리;세그먼트 트리,18,자료 구조,1161 - 버스
1162,도로포장,데이크스트라;다이나믹 프로그래밍;그래프 이론;최단 경로,16,그래프 이론,1162 - 도로포장
1163,증가하는 리스트,다이나믹 프로그래밍;휴리스틱;구현;문자열,21,구현,1163 - 증가하는 리스트
1164,가리기,애드 혹;백트래킹;그리디 알고리즘,20,다이나믹 프로그래밍,1164 - 가리기
1165,단어퍼즐,자료 구조;깊이 우선 탐색;그래프 이론;그래프 탐색;파싱;런타임 전의 전처리;문자열;트리;트라이,22,그래프 이론,1165 - 단어퍼즐
1166,선물,이분 탐색,8,탐색,1166 - 선물
1167,트리의 지름,깊이 우선 탐색;그래프 이론;그래프 탐색;트리,14,그래프 이론,1167 - 트리의 지름
1168,요세푸스 문제 2,자료 구조;세그먼트 트리,18,자료 구조,1168 - 요세푸스 문제 2
1169,정사각형 진열,자료 구조;기하학;그리디 알고리즘;스택,16,자료 구조,1169 - 정사각형 진열
1170,선인장의 개수,선인장;깊이 우선 탐색;그래프 이론;그래프 탐색,18,그래프 이론,1170 - 선인장의 개수
1171,사오정,다이나믹 프로그래밍,20,다이나믹 프로그래밍,1171 - 사오정
1173,운동,구현;시뮬레이션,4,구현,1173 - 운동
1174,줄어드는 수,백트래킹;브루트포스 알고리즘,11,탐색,1174 - 줄어드는 수
1175,배달,너비 우선 탐색;그래프 이론;그래프 탐색,15,그래프 이론,1175 - 배달
1176,섞기,비트마스킹;다이나믹 프로그래밍;비트필드를 이용한 다이나믹 프로그래밍,15,다이나믹 프로그래밍,1176 - 섞기
1177,조쌤포스,많은 조건 분기;기하학;수학;스위핑,16,수학,1177 - 조쌤포스
1178,간선 추가,오일러 경로;그래프 이론,16,그래프 이론,1178 - 간선 추가
1179,마지막 요세푸스 문제,다이나믹 프로그래밍;수학;재귀,20,수학,1179 - 마지막 요세푸스 문제
1180,선인장의 지름,이중 연결 요소;선인장;자료 구조;다이나믹 프로그래밍;트리에서의 다이나믹 프로그래밍;그래프 이론;트리,23,자료 구조,1180 - 선인장의 지름
1181,단어 정렬,정렬;문자열,6,문자열,1181 - 단어 정렬
1182,부분수열의 합,백트래킹;브루트포스 알고리즘,9,탐색,1182 - 부분수열의 합
1183,약속,수학;정렬,9,수학,1183 - 약속
1184,귀농,브루트포스 알고리즘;자료 구조;누적 합,15,자료 구조,1184 - 귀농
1185,유럽여행,그래프 이론;최소 스패닝 트리,17,그래프 이론,1185 - 유럽여행
1186,직사각형 색칠하기,많은 조건 분기;값 / 좌표 압축;그리디 알고리즘;정렬,12,구현,1186 - 직사각형 색칠하기
1187,숫자 놀이,해 구성하기;분할 정복;수학,21,수학,1187 - 숫자 놀이
1188,음식 평론가,유클리드 호제법;수학;정수론,12,수학,1188 - 음식 평론가
1189,컴백홈,백트래킹;브루트포스 알고리즘;깊이 우선 탐색;그래프 이론;그래프 탐색,10,그래프 이론,1189 - 컴백홈
1190,골 세레모니,많은 조건 분기;기하학;선분 교차 판정,23,구현,1190 - 골 세레모니
1191,게임,너비 우선 탐색;자료 구조;다이나믹 프로그래밍;게임 이론;그래프 이론;그래프 탐색;해시를 사용한 집합과 맵;트리를 사용한 집합과 맵,22,그래프 이론,1191 - 게임
1192,장갑,비트마스킹;브루트포스 알고리즘;수학,22,수학,1192 - 장갑
1193,분수찾기,구현;수학,6,구현,1193 - 분수찾기
1194,"달이 차오른다, 가자.",너비 우선 탐색;비트마스킹;그래프 이론;그래프 탐색,15,그래프 이론,"1194 - 달이 차오른다, 가자."
1195,킥다운,브루트포스 알고리즘;구현,11,탐색,1195 - 킥다운
1196,잭 바우어,임의 정밀도 / 큰 수 연산;미적분학;수학;수치해석,22,수학,1196 - 잭 바우어
1197,최소 스패닝 트리,최소 스패닝 트리;그래프 이론,12,그래프 이론,1197 - 최소 스패닝 트리
1198,삼각형으로 자르기,브루트포스 알고리즘;기하학;수학,9,수학,1198 - 삼각형으로 자르기
1199,오일러 회로,깊이 우선 탐색;오일러 경로;그래프 이론;그래프 탐색,17,그래프 이론,1199 - 오일러 회로
1200,기상예측,이분 탐색;브루트포스 알고리즘;다이나믹 프로그래밍;그리디 알고리즘;매개 변수 탐색;누적 합,17,탐색,1200 - 기상예측
1201,NMK,해 구성하기;그리디 알고리즘,18,다이나믹 프로그래밍,1201 - NMK
1202,보석 도둑,자료 구조;그리디 알고리즘;우선순위 큐;정렬,14,자료 구조,1202 - 보석 도둑
1203,게임,다이나믹 프로그래밍;수학;확률론,17,수학,1203 - 게임
1204,팰린드롬의 개수,다이나믹 프로그래밍;문자열,22,다이나믹 프로그래밍,1204 - 팰린드롬의 개수
1205,등수 구하기,구현,7,구현,1205 - 등수 구하기
1206,사람의 수,브루트포스 알고리즘;수학,11,수학,1206 - 사람의 수
1207,종이 자르기,백트래킹;브루트포스 알고리즘;구현,15,탐색,1207 - 종이 자르기
1208,부분수열의 합 2,이분 탐색;중간에서 만나기,15,탐색,1208 - 부분수열의 합 2
1209,단조수열 만들기,다이나믹 프로그래밍,17,다이나믹 프로그래밍,1209 - 단조수열 만들기
1210,마피아,최대 유량;최대 유량 최소 컷 정리,20,그래프 이론,1210 - 마피아
1211,보일의 법칙,브루트포스 알고리즘;다이나믹 프로그래밍;자릿수 dp;수학;정수론,21,다이나믹 프로그래밍,1211 - 보일의 법칙
1212,8진수 2진수,구현;수학;문자열,4,구현,1212 - 8진수 2진수
1213,팰린드롬 만들기,그리디 알고리즘;구현;문자열,8,구현,1213 - 팰린드롬 만들기
1214,쿨한 물건 구매,브루트포스 알고리즘;수학;정수론,16,수학,1214 - 쿨한 물건 구매
1215,잘못 작성한 요세푸스 코드,수학;정수론,17,수학,1215 - 잘못 작성한 요세푸스 코드
1216,충무공 이순신,자료 구조;분리 집합;링크/컷 트리;트리,25,자료 구조,1216 - 충무공 이순신
1217,하우스 M.D.,2-sat;그래프 이론;강한 연결 요소,17,그래프 이론,1217 - 하우스 M.D.
1218,로봇,값 / 좌표 압축;자료 구조;기하학;구현;스위핑,25,구현,1218 - 로봇
1219,오민식의 고민,벨만–포드;그래프 이론;그래프 탐색;최단 경로,16,그래프 이론,1219 - 오민식의 고민
1220,MEGACITY,값 / 좌표 압축;데이크스트라;그래프 이론;그래프 탐색;최단 경로,19,그래프 이론,1220 - MEGACITY
1221,가까운 점,자료 구조;분할 정복;기하학;3차원 기하학;스위핑,20,수학,1221 - 가까운 점
1222,홍준 프로그래밍 대회,수학;정수론,14,수학,1222 - 홍준 프로그래밍 대회
1224,분수,수학;정수론,20,수학,1224 - 분수
1225,이상한 곱셈,구현;수학;문자열,4,문자열,1225 - 이상한 곱셈
1226,국회,다이나믹 프로그래밍;그리디 알고리즘;배낭 문제;정렬,17,다이나믹 프로그래밍,1226 - 국회
1227,그녀의 마음,너비 우선 탐색;그래프 이론;그래프 탐색;수학,19,그래프 이론,1227 - 그녀의 마음
1228,전쟁,자료 구조;다이나믹 프로그래밍;트리에서의 다이나믹 프로그래밍;해시를 사용한 집합과 맵;배낭 문제;트리,17,자료 구조,1228 - 전쟁
1229,육각수,다이나믹 프로그래밍;수학;런타임 전의 전처리,12,다이나믹 프로그래밍,1229 - 육각수
1230,문자열 거리,다이나믹 프로그래밍;문자열,15,문자열,1230 - 문자열 거리
1231,주식왕 동호,다이나믹 프로그래밍;배낭 문제,16,다이나믹 프로그래밍,1231 - 주식왕 동호
1232,체스,애드 혹;브루트포스 알고리즘;그래프 이론;그래프 탐색,22,그래프 이론,1232 - 체스
1233,주사위,브루트포스 알고리즘;구현,4,구현,1233 - 주사위
1234,크리스마스 트리,조합론;다이나믹 프로그래밍;수학,14,수학,1234 - 크리스마스 트리
1235,학생 번호,브루트포스 알고리즘;구현;문자열,7,구현,1235 - 학생 번호
1236,성 지키기,구현,5,구현,1236 - 성 지키기
1238,파티,데이크스트라;그래프 이론;최단 경로,13,그래프 이론,1238 - 파티
1239,차트,브루트포스 알고리즘,11,탐색,1239 - 차트
1240,노드사이의 거리,너비 우선 탐색;깊이 우선 탐색;그래프 이론;그래프 탐색;트리,11,그래프 이론,1240 - 노드사이의 거리
1241,머리 톡톡,수학;정수론;소수 판정,11,수학,1241 - 머리 톡톡
1242,소풍,수학,15,수학,1242 - 소풍
1243,팰린드롬,다이나믹 프로그래밍;문자열,22,다이나믹 프로그래밍,1243 - 팰린드롬
1244,스위치 켜고 끄기,구현;시뮬레이션,7,구현,1244 - 스위치 켜고 끄기
1245,농장 관리,너비 우선 탐색;깊이 우선 탐색;그래프 이론;그래프 탐색,11,그래프 이론,1245 - 농장 관리
1246,온라인 판매,그리디 알고리즘;정렬,7,다이나믹 프로그래밍,1246 - 온라인 판매
1247,부호,임의 정밀도 / 큰 수 연산;사칙연산;수학,3,수학,1247 - 부호
1248,Guess,백트래킹;브루트포스 알고리즘,13,탐색,1248 - Guess
1249,워드똑똑,다이나믹 프로그래밍;분할 정복을 이용한 거듭제곱;수학,18,다이나믹 프로그래밍,1249 - 워드똑똑
1250,색칠된 공들,자료 구조;구현;연결 리스트;우선순위 큐,25,자료 구조,1250 - 색칠된 공들
1251,단어 나누기,브루트포스 알고리즘;구현;정렬;문자열,6,탐색,1251 - 단어 나누기
1252,이진수 덧셈,사칙연산;구현;수학,4,수학,1252 - 이진수 덧셈
1253,좋다,이분 탐색;자료 구조;정렬;두 포인터,12,탐색,1253 - 좋다
1254,팰린드롬 만들기,브루트포스 알고리즘;문자열,9,탐색,1254 - 팰린드롬 만들기
1255,전쟁 - 선전포고,데이크스트라;기하학;그래프 이론;구현;선분 교차 판정;파싱;최단 경로;문자열,17,그래프 이론,1255 - 전쟁 - 선전포고
1256,사전,조합론;다이나믹 프로그래밍;수학,14,수학,1256 - 사전
1257,엄청난 부자,0-1 너비 우선 탐색;데이크스트라;다이나믹 프로그래밍;그래프 이론;그리디 알고리즘;수학;최단 경로,21,그래프 이론,1257 - 엄청난 부자
1258,문제 할당,최대 유량;최소 비용 최대 유량,18,다이나믹 프로그래밍,1258 - 문제 할당
1259,팰린드롬수,구현;문자열,5,문자열,1259 - 팰린드롬수
1260,DFS와 BFS,그래프 이론;그래프 탐색;너비 우선 탐색;깊이 우선 탐색,9,그래프 이론,1260 - DFS와 BFS
1261,알고스팟,0-1 너비 우선 탐색;데이크스트라;그래프 이론;그래프 탐색;최단 경로,12,그래프 이론,1261 - 알고스팟
1262,알파벳 다이아몬드,구현,10,구현,1262 - 알파벳 다이아몬드
1263,시간 관리,그리디 알고리즘;정렬,11,정렬,1263 - 시간 관리
1264,모음의 개수,구현;문자열,2,문자열,1264 - 모음의 개수
1265,순열,임의 정밀도 / 큰 수 연산;비트마스킹;다이나믹 프로그래밍;비트필드를 이용한 다이나믹 프로그래밍,18,다이나믹 프로그래밍,1265 - 순열
1266,일어나!,기하학;선분 교차 판정;스위핑,23,탐색,1266 - 일어나!
1267,핸드폰 요금,사칙연산;수학,3,수학,1267 - 핸드폰 요금
1268,임시 반장 정하기,구현,6,구현,1268 - 임시 반장 정하기
1269,대칭 차집합,자료 구조;해시를 사용한 집합과 맵;트리를 사용한 집합과 맵,7,자료 구조,1269 - 대칭 차집합
1270,전쟁 - 땅따먹기,자료 구조;해시를 사용한 집합과 맵;구현;보이어–무어 다수결 투표,8,자료 구조,1270 - 전쟁 - 땅따먹기
1271,엄청난 부자2,임의 정밀도 / 큰 수 연산;사칙연산;수학,1,수학,1271 - 엄청난 부자2
1272,특별 노드,다이나믹 프로그래밍;트리에서의 다이나믹 프로그래밍;트리,14,자료 구조,1272 - 특별 노드
1273,샷,자료 구조;누적 합;세그먼트 트리,18,자료 구조,1273 - 샷
1275,커피숍2,세그먼트 트리;자료 구조,15,자료 구조,1275 - 커피숍2
1276,PLATFORME,구현;정렬,10,구현,1276 - PLATFORME
1277,발전소 설치,데이크스트라;그래프 이론;최단 경로,12,그래프 이론,1277 - 발전소 설치
1278,연극,비트마스킹;수학;재귀,13,구현,1278 - 연극
1279,내멋대로 주사위,조합론;다이나믹 프로그래밍;배낭 문제;수학,16,수학,1279 - 내멋대로 주사위
1280,나무 심기,자료 구조;세그먼트 트리,17,자료 구조,1280 - 나무 심기
1281,보석상,쌍대성;최대 유량;헝가리안;선형 계획법;최소 비용 최대 유량,23,다이나믹 프로그래밍,1281 - 보석상
1282,P-수열,자료 구조;다이나믹 프로그래밍;해싱;해시를 사용한 집합과 맵,19,자료 구조,1282 - P-수열
